,gid,fma,fireblock,geom
491,490,27,2723,"MULTIPOLYGON (((-122.756615633 45.55645661100004, -122.756219297 45.55693334400007, -122.7556519839999 45.55759650800007, -122.750498173 45.55783750500007, -122.749488228 45.55784845700003, -122.744397303 45.55805955700004, -122.736052733 45.55340340000004, -122.733357158 45.55300055200007, -122.73196601 45.55203288300004, -122.732088017 45.55194631800003, -122.7379583699999 45.55179596700003, -122.738508261 45.54740216900007, -122.735817594 45.54559634500004, -122.735293348 45.54498583900005, -122.735520569 45.54459960000003, -122.735840974 45.54459826400006, -122.7358606 45.54332808700008, -122.740319601 45.54330686000003, -122.740343895 45.54183980400006, -122.743734801 45.54190485100003, -122.743731906 45.54394618200007, -122.74371331 45.54816321500005, -122.744994895 45.54815483700003, -122.753764164 45.54810170700006, -122.753907114 45.54450879900003, -122.754290168 45.54450618300007, -122.7542997629999 45.54411634000007, -122.754373705 45.54411880600003, -122.754489453 45.54412143100006, -122.75459383 45.54411840500006, -122.754596207 45.54421332400005, -122.754958743 45.54450090100005, -122.755050707 45.54450105500007, -122.754918851 45.54809081100007, -122.763790156 45.54801043900005, -122.7637461959999 45.55197345000005, -122.763744824 45.55323153300003, -122.761335924 45.55327894000004, -122.759472846 45.55384033200005, -122.757478873 45.55580623300006, -122.756615633 45.55645661100004)))"
492,491,27,2724,"MULTIPOLYGON (((-122.785008991 45.56130401200005, -122.784503617 45.56183686000003, -122.784290528 45.56197913800003, -122.784077191 45.56204603400005, -122.7837935909999 45.56209866100005, -122.7835154969999 45.56211495300005, -122.783225962 45.56208937400004, -122.782956042 45.56206634200004, -122.7827465569999 45.56205581600005, -122.782506929 45.56209288000008, -122.782170919 45.56215927100004, -122.781747213 45.56222838100007, -122.781478377 45.56226700200006, -122.781214146 45.56224679000007, -122.781044238 45.56218064900003, -122.780755728 45.56200720800007, -122.780458331 45.56178597100006, -122.780267489 45.56164975400003, -122.780216759 45.56156656300004, -122.780221632 45.56144506600003, -122.780322045 45.56130796700006, -122.780410042 45.56117405300006, -122.7804203969999 45.56115426700006, -122.780455632 45.56102531500005, -122.780443761 45.56097268200006, -122.780371119 45.56086447000007, -122.780345069 45.56084051100004, -122.780263315 45.56081765700003, -122.780000506 45.56083265900003, -122.779641635 45.56095432200004, -122.779559684 45.56092657500005, -122.7793817309999 45.56072940100006, -122.779338068 45.56044047200004, -122.77844878 45.56102789600004, -122.777958261 45.56089076000006, -122.7777207829999 45.56115490800005, -122.777584758 45.56113410700004, -122.777363795 45.56094169700003, -122.77705486 45.56060613300008, -122.776547105 45.56122025100007, -122.7758678819999 45.56134726500005, -122.775487404 45.56159074300007, -122.7751092569999 45.56164913500004, -122.7748780589999 45.56196602100005, -122.77456305 45.56196540000008, -122.7744128319999 45.56117339600007, -122.774590308 45.56059421400005, -122.774343626 45.56031615400008, -122.7740647689999 45.56055663600006, -122.773730531 45.56031946700006, -122.77152847 45.55875248300003, -122.7714583109999 45.55790504800007, -122.7714159399999 45.55740364100006, -122.7697662849999 45.55622907200006, -122.771118627 45.55603397200008, -122.772473779 45.55469137200004, -122.773803097 45.55420102700003, -122.775155632 45.55307383200005, -122.7749865819999 45.55295871500005, -122.7744346009999 45.55267690400007, -122.7740330999999 45.55256834200003, -122.774214372 45.55232782900003, -122.7743082109999 45.55233968000005, -122.774422054 45.55236386100006, -122.774463671 45.55228961000006, -122.774625876 45.55219926700005, -122.775055439 45.55241692400006, -122.7753782999999 45.55237137300003, -122.77597854 45.55222340600005, -122.776437675 45.55213599200005, -122.777735542 45.55211420100005, -122.77803586 45.55195845700007, -122.7785446189999 45.55144123300005, -122.778735288 45.55129647300004, -122.778970022 45.55117335600005, -122.779313055 45.55117928300007, -122.780562854 45.55138359100005, -122.780985578 45.55129198600008, -122.781678192 45.55125866100008, -122.782240836 45.55131994200008, -122.782591156 45.55140305800006, -122.783173236 45.55132394600002, -122.783531243 45.55139026300003, -122.783743376 45.55153682100007, -122.783738365 45.55172391600007, -122.783498419 45.55195973600007, -122.783813852 45.55214536200003, -122.783790585 45.55260597200004, -122.7837383469999 45.55355863600005, -122.78480556 45.55358736200003, -122.784814293 45.55570778600003, -122.784822309 45.55822571300007, -122.785250095 45.55822406400006, -122.785581329 45.55900854200007, -122.785677784 45.55908494900007, -122.786049452 45.55883182100007, -122.786105482 45.55880427300008, -122.786167319 45.55878248300007, -122.786232179 45.55876650800008, -122.786300098 45.55875732500004, -122.786368254 45.55875401200007, -122.786504002 45.55876795600005, -122.786568768 45.55878429100005, -122.786686479 45.55883481800004, -122.786736599 45.55886808700006, -122.786779913 45.55890540800004, -122.7868314519999 45.55897389500007, -122.786861866 45.55903692700008, -122.786872153 45.55908469500008, -122.7868727319999 45.55913363600007, -122.786863523 45.55918179200006, -122.786844488 45.55922818500005, -122.786818411 45.55927276000006, -122.786782429 45.55931361700004, -122.786640308 45.55931448500007, -122.785231521 45.56122322500005, -122.785104505 45.56125316200007, -122.785008991 45.56130401200005)))"
493,509,28,2867,"MULTIPOLYGON (((-122.622983477 45.53778218300005, -122.62196793 45.53778233600008, -122.615973351 45.53777733200008, -122.615977888 45.53651631200006, -122.6186526229999 45.53651892400006, -122.618935723 45.53656461200006, -122.6199363809999 45.53612911100004, -122.620374536 45.53592523000003, -122.620692562 45.53578719900003, -122.620949077 45.53568065100006, -122.621304429 45.53553507600003, -122.621965783 45.53526539300003, -122.622170126 45.53517938400006, -122.622799711 45.53491713600005, -122.622890269 45.53488022000005, -122.623319537 45.53469998800006, -122.623998603 45.53442017600003, -122.624927421 45.53403980100006, -122.625015374 45.53415663200008, -122.625012433 45.53515721600007, -122.62501198 45.53652193800008, -122.6250118199999 45.53778288100006, -122.622983477 45.53778218300005)))"
494,492,27,2726,"MULTIPOLYGON (((-122.7909343159999 45.57074151200004, -122.790839337 45.57070228400005, -122.790751203 45.57065998400003, -122.790672977 45.57062140100004, -122.790587669 45.57058002300005, -122.790519904 45.57055885500006, -122.7904341509999 45.57054098200007, -122.790308204 45.57052880500004, -122.790158854 45.57052394700003, -122.790020963 45.57052669300003, -122.789857753 45.57055833500004, -122.7897300179999 45.57053640200007, -122.788979441 45.57090086000005, -122.787993371 45.57130230700005, -122.787403624 45.57168019700003, -122.786468376 45.57009219900004, -122.7849517559999 45.57009199400005, -122.784916371 45.56782916900005, -122.772061295 45.56788219700007, -122.769324468 45.56877232900007, -122.767836726 45.56827300300006, -122.767280976 45.56748115800008, -122.765411259 45.56572246800005, -122.763366816 45.56468188000008, -122.764229388 45.56174347500007, -122.763881831 45.56050793000003, -122.768226765 45.55822633100007, -122.7697662849999 45.55622907200006, -122.7714159399999 45.55740364100006, -122.7714583109999 45.55790504800007, -122.77152847 45.55875248300003, -122.773730531 45.56031946700006, -122.7740647689999 45.56055663600006, -122.774343626 45.56031615400008, -122.774590308 45.56059421400005, -122.7744128319999 45.56117339600007, -122.77456305 45.56196540000008, -122.7748780589999 45.56196602100005, -122.7751092569999 45.56164913500004, -122.775487404 45.56159074300007, -122.7758678819999 45.56134726500005, -122.776547105 45.56122025100007, -122.77705486 45.56060613300008, -122.777363795 45.56094169700003, -122.777584758 45.56113410700004, -122.7777207829999 45.56115490800005, -122.777958261 45.56089076000006, -122.77844878 45.56102789600004, -122.779338068 45.56044047200004, -122.7793817309999 45.56072940100006, -122.779559684 45.56092657500005, -122.779641635 45.56095432200004, -122.780000506 45.56083265900003, -122.780263315 45.56081765700003, -122.780345069 45.56084051100004, -122.780371119 45.56086447000007, -122.780443761 45.56097268200006, -122.780455632 45.56102531500005, -122.7804203969999 45.56115426700006, -122.780410042 45.56117405300006, -122.780322045 45.56130796700006, -122.780221632 45.56144506600003, -122.780216759 45.56156656300004, -122.780267489 45.56164975400003, -122.780458331 45.56178597100006, -122.780755728 45.56200720800007, -122.781044238 45.56218064900003, -122.781214146 45.56224679000007, -122.781478377 45.56226700200006, -122.781747213 45.56222838100007, -122.782170919 45.56215927100004, -122.782506929 45.56209288000008, -122.7827465569999 45.56205581600005, -122.782956042 45.56206634200004, -122.783225962 45.56208937400004, -122.7835154969999 45.56211495300005, -122.7837935909999 45.56209866100005, -122.784077191 45.56204603400005, -122.784290528 45.56197913800003, -122.784503617 45.56183686000003, -122.785008991 45.56130401200005, -122.785104505 45.56125316200007, -122.785231521 45.56122322500005, -122.786640308 45.55931448500007, -122.786782429 45.55931361700004, -122.786818411 45.55927276000006, -122.786844488 45.55922818500005, -122.786863523 45.55918179200006, -122.7868727319999 45.55913363600007, -122.786872153 45.55908469500008, -122.786861866 45.55903692700008, -122.7868314519999 45.55897389500007, -122.786779913 45.55890540800004, -122.786736599 45.55886808700006, -122.786686479 45.55883481800004, -122.786568768 45.55878429100005, -122.786504002 45.55876795600005, -122.786368254 45.55875401200007, -122.786300098 45.55875732500004, -122.786232179 45.55876650800008, -122.786167319 45.55878248300007, -122.786105482 45.55880427300008, -122.786049452 45.55883182100007, -122.785677784 45.55908494900007, -122.785581329 45.55900854200007, -122.785250095 45.55822406400006, -122.784822309 45.55822571300007, -122.784814293 45.55570778600003, -122.78998985 45.55570174000007, -122.790002586 45.55926323300008, -122.790015696 45.56290303700007, -122.795193666 45.56287126700005, -122.7952989029999 45.56764296100005, -122.795163718 45.56767796700007, -122.795021173 45.56770333000003, -122.794442202 45.56779418600007, -122.794293089 45.56782946900006, -122.79404561 45.56784517600005, -122.793244056 45.56784354000007, -122.7913719049999 45.56783974100006, -122.791405104 45.56807502700008, -122.791414301 45.56819918100007, -122.7914071389999 45.56833247300005, -122.7913790859999 45.56846618100008, -122.7913289859999 45.56860620300006, -122.791229355 45.56883140800005, -122.790977611 45.56939741200006, -122.790957184 45.56944383300004, -122.7906739319999 45.57009270300006, -122.790611411 45.57023590900008, -122.790610245 45.57027607300006, -122.790618829 45.57031604100007, -122.790637083 45.57035386100006, -122.790663615 45.57038955600007, -122.7907294239999 45.57043132300004, -122.7907884269999 45.57047714200007, -122.79083927 45.57052801800006, -122.790881913 45.57058297300006, -122.790914927 45.57064105800004, -122.7909343159999 45.57074151200004)))"
495,493,27,2728,"MULTIPOLYGON (((-122.799463134 45.58299723300007, -122.7993244199999 45.58298042600006, -122.799217495 45.58305990700006, -122.799129043 45.58311356400003, -122.799026064 45.58315282600006, -122.798914052 45.58317562300005, -122.7981404879999 45.58325080300006, -122.798056338 45.58327304400007, -122.797626289 45.58308582800004, -122.793111881 45.58450544000004, -122.7911261949999 45.58401731000004, -122.7894554709999 45.58279937300006, -122.786341718 45.58043820400007, -122.785006214 45.58019942500005, -122.784099827 45.58043771000007, -122.783218604 45.58053940300005, -122.782254789 45.57948943000008, -122.781187157 45.57880374900003, -122.77971044 45.57796365000007, -122.776506153 45.57926950400008, -122.7756607539999 45.57817895200003, -122.772763659 45.57723762800003, -122.768119948 45.57601936000003, -122.769608476 45.57440788700006, -122.768645312 45.57367891300004, -122.767983547 45.57421182900003, -122.767404719 45.57389037300004, -122.769052909 45.57205449700007, -122.769753624 45.57064947000003, -122.772010182 45.57019078000008, -122.773711823 45.56990358100006, -122.7740430329999 45.56943786600004, -122.772008248 45.56864590900005, -122.772061295 45.56788219700007, -122.784916371 45.56782916900005, -122.7849517559999 45.57009199400005, -122.786468376 45.57009219900004, -122.787403624 45.57168019700003, -122.787993371 45.57130230700005, -122.788979441 45.57090086000005, -122.7897300179999 45.57053640200007, -122.789857753 45.57055833500004, -122.790020963 45.57052669300003, -122.790158854 45.57052394700003, -122.790308204 45.57052880500004, -122.7904341509999 45.57054098200007, -122.790519904 45.57055885500006, -122.790587669 45.57058002300005, -122.790672977 45.57062140100004, -122.790751203 45.57065998400003, -122.790839337 45.57070228400005, -122.7909343159999 45.57074151200004, -122.7909553759999 45.57084878600006, -122.7909348379999 45.57113409500005, -122.790921608 45.57132429200004, -122.791071947 45.57176773800006, -122.791145372 45.57189452800003, -122.7912019079999 45.57194822800005, -122.791280807 45.57200344000006, -122.791368905 45.57204476200008, -122.7914776169999 45.57207882000006, -122.791584266 45.57209627700007, -122.7917154739999 45.57210051500005, -122.791950553 45.57208799800003, -122.792445745 45.57206148400007, -122.79279906 45.57204269200002, -122.7929537479999 45.57204156700004, -122.793110224 45.57205019500003, -122.7932362939999 45.57206530400003, -122.793351381 45.57208454700003, -122.793480831 45.57211427400006, -122.793610557 45.57215084800004, -122.7937265529999 45.57219259100003, -122.793921095 45.57228074100004, -122.794268713 45.57246569800003, -122.7949825749999 45.57284796400006, -122.795187934 45.57299659500006, -122.79521117 45.57301962900004, -122.795304314 45.57311665300006, -122.7953632749999 45.57319575700006, -122.795409622 45.57327315500004, -122.795490564 45.57644459600004, -122.794244685 45.57645575000004, -122.794246307 45.57649585800004, -122.79548956 45.57648867400007, -122.795494429 45.57660899800004, -122.7955114329999 45.57730475200003, -122.796626746 45.57730500500003, -122.796560388 45.57755990100003, -122.796674826 45.57790713100007, -122.796851772 45.57814541900007, -122.79694875 45.57823355400006, -122.7971920479999 45.57845778900003, -122.797495917 45.57873172400008, -122.7981068559999 45.57829168000006, -122.798623288 45.57816877100004, -122.7993477319999 45.57846562400005, -122.799402991 45.57862508200003, -122.799475539 45.57869510100005, -122.799536917 45.57866156500006, -122.79947595 45.57860208400007, -122.799420729 45.57844360500007, -122.8006236259999 45.57843717300005, -122.800628452 45.57931233500005, -122.8006339 45.58095896600003, -122.799839243 45.58096017300005, -122.800933851 45.58196039500007, -122.799463134 45.58299723300007)))"
496,494,27,2729,"MULTIPOLYGON (((-122.8003757769999 45.59982619000004, -122.7993459479999 45.59764591300006, -122.798773494 45.59109392300007, -122.798318002 45.58862900700007, -122.79929293 45.58382008900003, -122.799463134 45.58299723300007, -122.800933851 45.58196039500007, -122.801362408 45.58235126800002, -122.801705618 45.58211628500004, -122.802571784 45.58291448600005, -122.802862169 45.58271776200007, -122.80346595 45.58326861800003, -122.802853686 45.58371067400003, -122.80487076 45.58555198300007, -122.805898832 45.58518577900003, -122.805880003 45.58647163200004, -122.806019043 45.58659905600007, -122.805560666 45.58677957600003, -122.8054874969999 45.58690048500006, -122.80556703 45.58690182800007, -122.808307304 45.58581398800004, -122.808508248 45.58605765200008, -122.809447149 45.58723421200006, -122.8086204909999 45.58782158400004, -122.8085696959999 45.58784120400003, -122.808510981 45.58783748800005, -122.810115232 45.58826543000004, -122.8102507569999 45.58871698200005, -122.810258442 45.58876871600006, -122.810256891 45.58879909800004, -122.810245946 45.58883847900006, -122.810225287 45.58887903500005, -122.810046362 45.58914207300006, -122.809923122 45.58930021400005, -122.809863293 45.58937190700004, -122.8101989199999 45.58946405000006, -122.810876868 45.58964134500008, -122.811575249 45.58936199500005, -122.812594705 45.58895478500006, -122.812133352 45.58820726200003, -122.8161876299999 45.58822556500007, -122.816198178 45.59060050200003, -122.818551063 45.59061086900005, -122.818555599 45.59184730500004, -122.826540436 45.59187995300005, -122.836767857 45.59181560700006, -122.836611288 45.59908232000004, -122.836601455 45.59955441800003, -122.836486583 45.60620934400004, -122.836496341 45.60691993000006, -122.836508404 45.60761872000006, -122.836373615 45.60763124700003, -122.836393467 45.60767294300007, -122.836406633 45.60772162800004, -122.836427379 45.60842807400007, -122.8365287779999 45.60845147000003, -122.8365400009999 45.60953601900007, -122.834742524 45.60951669600007, -122.834733931 45.60886776600006, -122.834719634 45.60811419500004, -122.832865624 45.60810969700003, -122.832872287 45.60715304000007, -122.832873412 45.60690923700002, -122.83287652 45.60637461800007, -122.833834715 45.60637281100003, -122.833909879 45.60633506200003, -122.8340069769999 45.60628805700003, -122.8339560639999 45.60623720000007, -122.8328767419999 45.60624440100003, -122.8328775159999 45.60619543300004, -122.830920194 45.60618712500008, -122.826257845 45.60616888100003, -122.826279877 45.60487023200005, -122.826297406 45.60380174600004, -122.816045618 45.60376574700007, -122.816008217 45.60612793200005, -122.815838979 45.60970187300006, -122.815848778 45.61332213800006, -122.811482427 45.61332376300004, -122.8108155149999 45.61332149100008, -122.810606293 45.61369870200008, -122.810273609 45.61405881100006, -122.810063921 45.61394553600007, -122.8098701329999 45.61401697900004, -122.80971274 45.61395454200004, -122.807660885 45.61389192500008, -122.806727699 45.61351706300007, -122.806349242 45.61343849400004, -122.8059027739999 45.61299121300004, -122.806195304 45.61085498400007, -122.805866877 45.60974253400008, -122.804910274 45.60779482800007, -122.8003757769999 45.59982619000004)))"
497,495,28,2826,"MULTIPOLYGON (((-122.609581567 45.55913287600004, -122.609595364 45.55841698800003, -122.6096021 45.55792345900005, -122.609609409 45.55695805000005, -122.6096238869999 45.55551085100007, -122.612220435 45.55552289600007, -122.614895039 45.55553540500006, -122.6148730359999 45.55561804400003, -122.6148607439999 45.55667165500006, -122.614862627 45.55698391500005, -122.614864765 45.55730302400008, -122.6148454949999 45.55824418100008, -122.614843147 45.55844295700007, -122.614836247 45.55908040100007, -122.614864524 45.55916603100007, -122.614267962 45.55916329600007, -122.613262848 45.55915436200007, -122.612038906 45.55914454500004, -122.611006157 45.55914197200008, -122.60970837 45.55913250700007, -122.609581567 45.55913287600004)))"
498,496,28,2827,"MULTIPOLYGON (((-122.599284462 45.56275264700002, -122.599297367 45.56227271400007, -122.599299509 45.56184094600007, -122.599267493 45.56180432900004, -122.599266133 45.56165457100008, -122.599260756 45.56139621900007, -122.599262736 45.56099774100005, -122.599265836 45.56047882600006, -122.5992683269999 45.56024480600007, -122.5992685579999 45.56006271200005, -122.599266369 45.56004121400008, -122.5992585179999 45.55997968200006, -122.599259962 45.55986805300006, -122.599260048 45.55968204600003, -122.5992724069999 45.55911205600006, -122.59929154 45.55823552300006, -122.5993108549999 45.55815489400004, -122.59931999 45.55749783400006, -122.599315306 45.55748421300007, -122.599302302 45.55747172500003, -122.599220192 45.55743700100004, -122.599437035 45.55719613000008, -122.599336423 45.55715097600006, -122.5992952399999 45.55713019100006, -122.5992823459999 45.55712063600004, -122.599270517 45.55710225100006, -122.599264308 45.55682139800007, -122.599272487 45.55546047000007, -122.5997545659999 45.55545852000006, -122.600918257 45.55546173700003, -122.604453113 45.55548715600003, -122.60533408 45.55549452300005, -122.606604998 45.55549571800003, -122.607051015 45.55549831300004, -122.607483071 45.55550018400004, -122.6096238869999 45.55551085100007, -122.609609409 45.55695805000005, -122.6096021 45.55792345900005, -122.609595364 45.55841698800003, -122.609581567 45.55913287600004, -122.60956466 45.55995259100007, -122.609554042 45.56056660600007, -122.609543106 45.56113461500007, -122.6095460669999 45.56128924000006, -122.609530883 45.56275504900003, -122.608516284 45.56275505700006, -122.607482185 45.56275541400004, -122.606094042 45.56275441500003, -122.604393746 45.56275421700008, -122.602005003 45.56275483400003, -122.600839843 45.56275361000007, -122.599284462 45.56275264700002)))"
499,499,28,2842,"MULTIPOLYGON (((-122.602198949 45.55388370900005, -122.603383417 45.55249343200006, -122.6039636849999 45.55179557100007, -122.604436133 45.55119659900004, -122.604493991 45.55110351500008, -122.6045090699999 45.55075863800005, -122.6045148859999 45.55038945600006, -122.6045169829999 45.55007027000005, -122.604524678 45.54967657900005, -122.604528734 45.54941022200006, -122.604537254 45.54896365100007, -122.604548628 45.54833102100008, -122.6045566829999 45.54824766000007, -122.605578166 45.54825245000006, -122.606592725 45.54825833800004, -122.607607248 45.54826323800006, -122.6086217709999 45.54826812900006, -122.6096377219999 45.54827396400003, -122.6102508769999 45.54827641700007, -122.610649496 45.54827986700008, -122.611282072 45.54828000000003, -122.611668051 45.54828074100004, -122.612685286 45.54828359000004, -122.613696988 45.54828750900003, -122.614711438 45.54829039000003, -122.6150667859999 45.54829168400005, -122.615056879 45.54974565800006, -122.615018791 45.55003222200003, -122.61500793 45.55011465700005, -122.614983071 45.55019539000006, -122.614970714 45.55102285900006, -122.61495967 45.55188554700004, -122.614966352 45.55240134800005, -122.614947656 45.55283440300008, -122.61493532 45.55373725200008, -122.614924268 45.55463714000007, -122.614918471 45.55545371900007, -122.614895039 45.55553540500006, -122.612220435 45.55552289600007, -122.6096238869999 45.55551085100007, -122.607483071 45.55550018400004, -122.607051015 45.55549831300004, -122.606604998 45.55549571800003, -122.60533408 45.55549452300005, -122.604453113 45.55548715600003, -122.600918257 45.55546173700003, -122.602198949 45.55388370900005)))"
500,500,28,2843,"MULTIPOLYGON (((-122.600918257 45.55546173700003, -122.5997545659999 45.55545852000006, -122.599272487 45.55546047000007, -122.599264308 45.55682139800007, -122.598316622 45.55681911800008, -122.597289559 45.55681827800004, -122.597282418 45.55658736900006, -122.597295001 45.55545740100007, -122.597308692 45.55386729200006, -122.597321079 45.55246810800003, -122.597332217 45.55107286100008, -122.597344983 45.54964625600007, -122.597356392 45.54822065600007, -122.598372088 45.54821974200007, -122.5993865 45.54822177900007, -122.6004414 45.54822600600005, -122.6009556229999 45.54822835700003, -122.601455922 45.54823096000007, -122.602488544 45.54823557500004, -122.602750565 45.54823763500008, -122.6035045309999 45.54824244200006, -122.6045566829999 45.54824766000007, -122.604548628 45.54833102100008, -122.604537254 45.54896365100007, -122.604528734 45.54941022200006, -122.604524678 45.54967657900005, -122.6045169829999 45.55007027000005, -122.6045148859999 45.55038945600006, -122.6045090699999 45.55075863800005, -122.604493991 45.55110351500008, -122.604436133 45.55119659900004, -122.6039636849999 45.55179557100007, -122.603383417 45.55249343200006, -122.602198949 45.55388370900005, -122.600918257 45.55546173700003)))"
501,501,28,2845,"MULTIPOLYGON (((-122.5952590699999 45.55681516000004, -122.593748416 45.55681331000005, -122.593228582 45.55681200600003, -122.593235551 45.55545208200004, -122.59324818 45.55386787000003, -122.5932607029999 45.55246966400006, -122.592244894 45.55246955400003, -122.592257514 45.55107330400006, -122.5912417659999 45.55107416400006, -122.591254685 45.54964756100003, -122.590240319 45.54964740700007, -122.589227346 45.54964722000005, -122.58923064 45.54822275000004, -122.590251906 45.54822180700006, -122.59126064 45.54822108200005, -122.592281943 45.54822110000003, -122.593297675 45.54822120900008, -122.5943119789999 45.54822035700005, -122.595327711 45.54822044900004, -122.596342051 45.54822055600005, -122.597356392 45.54822065600007, -122.597344983 45.54964625600007, -122.597332217 45.55107286100008, -122.597321079 45.55246810800003, -122.597308692 45.55386729200006, -122.597295001 45.55545740100007, -122.597282418 45.55658736900006, -122.597289559 45.55681827800004, -122.596655423 45.55681613700006, -122.5965315179999 45.55681937600008, -122.5957329129999 45.55681631400006, -122.5952590699999 45.55681516000004)))"
502,502,28,2854,"MULTIPOLYGON (((-122.619787907 45.54830556100006, -122.619798266 45.54697884300003, -122.619808704 45.54557967900007, -122.619829603 45.54543048900007, -122.619852411 45.54525776600008, -122.61985386 45.54469971700007, -122.6198207959999 45.54448592900007, -122.6197158749999 45.54436255200005, -122.619408782 45.54423507300004, -122.619473168 45.54413109200004, -122.619834306 45.54350473300008, -122.619933858 45.54344709600008, -122.619931574 45.54282646000007, -122.619932818 45.54211373300006, -122.620947084 45.54211460300007, -122.621961316 45.54211448500007, -122.622975547 45.54211435800005, -122.623989815 45.54211520000007, -122.62500683 45.54211500400004, -122.626053081 45.54211425800003, -122.627651092 45.54211503900007, -122.62866536 45.54211584000006, -122.629678235 45.54211665800005, -122.630431938 45.54211639700003, -122.630574822 45.54210004200007, -122.6306934139999 45.54206749600007, -122.630696853 45.54364360700004, -122.630700973 45.54464405900006, -122.630702827 45.54528722200007, -122.630703919 45.54602144400008, -122.630704497 45.54674197000003, -122.630707162 45.54826033400008, -122.630102581 45.54826370600006, -122.6291427259999 45.54826778100005, -122.628096507 45.54827246900004, -122.627078173 45.54827761000007, -122.626068156 45.54828160900007, -122.6249691359999 45.54829018100003, -122.6238475819999 45.54829230700005, -122.6232011929999 45.54829543700004, -122.622840422 45.54829818300004, -122.6218178729999 45.54830237600004, -122.6207339859999 45.54830573400005, -122.6203759269999 45.54830646400006, -122.619787907 45.54830556100006)))"
503,503,28,2857,"MULTIPOLYGON (((-122.6096377219999 45.54827396400003, -122.60967637 45.54372881400008, -122.6096919559999 45.54197418800004, -122.609554635 45.54199041400005, -122.608663953 45.54209094900006, -122.608147827 45.54214838700005, -122.607777845 45.54220216300007, -122.60766188 45.54223072200006, -122.6076654669999 45.54142691000004, -122.607657997 45.54130075800003, -122.607665669 45.54101964900008, -122.608254202 45.54077390000003, -122.608933305 45.54049124200003, -122.609144647 45.54040513000007, -122.609982668 45.54012542400005, -122.610944302 45.53979840800008, -122.61194597 45.53946183600004, -122.611945556 45.54057397200006, -122.613973999 45.54057486400006, -122.618922541 45.54057772900006, -122.6189185859999 45.54211383400008, -122.619932818 45.54211373300006, -122.619931574 45.54282646000007, -122.619933858 45.54344709600008, -122.619834306 45.54350473300008, -122.619473168 45.54413109200004, -122.619408782 45.54423507300004, -122.6197158749999 45.54436255200005, -122.6198207959999 45.54448592900007, -122.61985386 45.54469971700007, -122.619852411 45.54525776600008, -122.619829603 45.54543048900007, -122.619808704 45.54557967900007, -122.619798266 45.54697884300003, -122.619787907 45.54830556100006, -122.619376828 45.54830433000006, -122.618769279 45.54830280200008, -122.61838187 45.54830113000003, -122.617757576 45.54829892700008, -122.617150026 45.54829739100006, -122.616743125 45.54829607300007, -122.616135576 45.54829453200006, -122.615727282 45.54829323600006, -122.6150667859999 45.54829168400005, -122.614711438 45.54829039000003, -122.613696988 45.54828750900003, -122.612685286 45.54828359000004, -122.611668051 45.54828074100004, -122.611282072 45.54828000000003, -122.610649496 45.54827986700008, -122.6102508769999 45.54827641700007, -122.6096377219999 45.54827396400003)))"
504,504,28,2860,"MULTIPOLYGON (((-122.5993865 45.54822177900007, -122.599440398 45.54225880500007, -122.603555066 45.54227560300006, -122.604148702 45.54227942300002, -122.6045736359999 45.54224227300006, -122.605593872 45.54184080700003, -122.607665669 45.54101964900008, -122.607657997 45.54130075800003, -122.6076654669999 45.54142691000004, -122.60766188 45.54223072200006, -122.607777845 45.54220216300007, -122.608147827 45.54214838700005, -122.608663953 45.54209094900006, -122.609554635 45.54199041400005, -122.6096919559999 45.54197418800004, -122.60967637 45.54372881400008, -122.6096377219999 45.54827396400003, -122.6086217709999 45.54826812900006, -122.607607248 45.54826323800006, -122.606592725 45.54825833800004, -122.605578166 45.54825245000006, -122.6045566829999 45.54824766000007, -122.6035045309999 45.54824244200006, -122.602750565 45.54823763500008, -122.602488544 45.54823557500004, -122.601455922 45.54823096000007, -122.6009556229999 45.54822835700003, -122.6004414 45.54822600600005, -122.5993865 45.54822177900007)))"
505,505,28,2863,"MULTIPOLYGON (((-122.588907319 45.54822079400003, -122.589051709 45.54271827600007, -122.589064262 45.54199947800004, -122.59027776 45.54200091400003, -122.591094121 45.54192439000008, -122.592080007 45.54183596300004, -122.593325551 45.54172420000003, -122.5939016999999 45.54166965200005, -122.594233703 45.54160584300007, -122.594366454 45.54157895000003, -122.5946303809999 45.54152029700003, -122.594742429 45.54149867600006, -122.5948531559999 45.54147903600006, -122.594966777 45.54146228100007, -122.595080504 45.54144846100007, -122.5951929129999 45.54143662200005, -122.595306858 45.54142867100006, -122.595392886 45.54141927000006, -122.5956701009999 45.54138093200004, -122.5958662789999 45.54133623700005, -122.596123768 45.54125420300005, -122.5964015979999 45.54115711200006, -122.596474265 45.54112543800005, -122.59667789 45.54105613200005, -122.596833582 45.54100923800007, -122.596996417 45.54096710800007, -122.597423462 45.54087414500003, -122.597927349 45.54074942900007, -122.598489939 45.54059231300005, -122.598715691 45.54051868300007, -122.59896793 45.54044554900003, -122.599316011 45.54036479000007, -122.599457146 45.54033871600006, -122.59945125 45.54097026700003, -122.599440398 45.54225880500007, -122.5993865 45.54822177900007, -122.598372088 45.54821974200007, -122.597356392 45.54822065600007, -122.596342051 45.54822055600005, -122.595327711 45.54822044900004, -122.5943119789999 45.54822035700005, -122.593297675 45.54822120900008, -122.592281943 45.54822110000003, -122.59126064 45.54822108200005, -122.590251906 45.54822180700006, -122.58923064 45.54822275000004, -122.588907319 45.54822079400003)))"
